wave_id,step,sim_time,node_a,node_b,tie_cumulative,tie_recent,count_cumulative,count_recent
post,5597,2023-02-13 15:32:50,Isabella Rodriguez,Klaus Mueller,1,1,1,1
post,5597,2023-02-13 15:32:50,Isabella Rodriguez,Maria Lopez,1,1,5,5
post,5597,2023-02-13 15:32:50,Klaus Mueller,Maria Lopez,1,1,2,2
