wave_id,step,truth_definition,respondent,actual_top_broker,actual_top_betweenness,perceived_rank_of_actual_top_broker,bridge_top1_hit,bridge_top3_hit,bridge_mean_abs_rank_error,n_ranked,n_expected,n_fail_safe
bridge_probe_t1800,1800,observed_interaction_cumulative_betweenness_rank,Abigail Chen,Carlos Gomez,0.489011,7,0,0,5.600000,15,15,0
bridge_probe_t1800,1800,observed_interaction_cumulative_betweenness_rank,Arthur Burton,Carlos Gomez,0.489011,8,0,0,3.733333,15,15,0
bridge_probe_t1800,1800,observed_interaction_cumulative_betweenness_rank,Ayesha Khan,Carlos Gomez,0.489011,6,0,0,3.733333,15,15,0
bridge_probe_t1800,1800,observed_interaction_cumulative_betweenness_rank,Carlos Gomez,Carlos Gomez,0.489011,1,1,1,2.666667,15,15,0
bridge_probe_t1800,1800,observed_interaction_cumulative_betweenness_rank,Francisco Lopez,Carlos Gomez,0.489011,8,0,0,5.200000,15,15,0
bridge_probe_t1800,1800,observed_interaction_cumulative_betweenness_rank,Giorgio Rossi,Carlos Gomez,0.489011,2,0,1,3.466667,15,15,0
bridge_probe_t1800,1800,observed_interaction_cumulative_betweenness_rank,Hailey Johnson,Carlos Gomez,0.489011,7,0,0,4.800000,15,15,0
bridge_probe_t1800,1800,observed_interaction_cumulative_betweenness_rank,Isabella Rodriguez,Carlos Gomez,0.489011,2,0,1,3.200000,15,15,0
bridge_probe_t1800,1800,observed_interaction_cumulative_betweenness_rank,Klaus Mueller,Carlos Gomez,0.489011,2,0,1,3.333333,15,15,0
bridge_probe_t1800,1800,observed_interaction_cumulative_betweenness_rank,Latoya Williams,Carlos Gomez,0.489011,6,0,0,5.333333,15,15,0
bridge_probe_t1800,1800,observed_interaction_cumulative_betweenness_rank,Maria Lopez,Carlos Gomez,0.489011,3,0,1,4.666667,15,15,0
bridge_probe_t1800,1800,observed_interaction_cumulative_betweenness_rank,Mei Lin,Carlos Gomez,0.489011,7,0,0,4.133333,15,15,0
bridge_probe_t1800,1800,observed_interaction_cumulative_betweenness_rank,Rajiv Patel,Carlos Gomez,0.489011,7,0,0,5.200000,15,15,0
bridge_probe_t1800,1800,observed_interaction_cumulative_betweenness_rank,Ryan Park,Carlos Gomez,0.489011,1,1,1,2.800000,15,15,0
bridge_probe_t1800,1800,observed_interaction_cumulative_betweenness_rank,Wolfgang Schulz,Carlos Gomez,0.489011,3,0,1,3.200000,15,15,0
bridge_probe_t1800,1800,observed_interaction_cumulative_betweenness_rank,__overall__,Carlos Gomez,0.489011,4.666667,0.133333,0.466667,4.071111,15.000000,15,0
